Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Kehrsiten;6365;0;Stansstad;1510;NW;2670823.339;1205975.648;de
Wolfenschiessen;6386;0;Wolfenschiessen;1511;NW;2672973.440;1195745.425;de
Oberrickenbach;6387;0;Wolfenschiessen;1511;NW;2675096.883;1193472.979;de
Näfels;8752;0;Glarus Nord;1630;GL;2722853.563;1217946.406;de
Mollis;8753;0;Glarus Nord;1630;GL;2724287.740;1217151.332;de
Filzbach;8757;0;Glarus Nord;1630;GL;2728432.829;1220213.527;de
Obstalden;8758;0;Glarus Nord;1630;GL;2729950.012;1219922.270;de
Bilten;8865;0;Glarus Nord;1630;GL;2720297.411;1223345.215;de
Niederurnen;8867;0;Glarus Nord;1630;GL;2722482.393;1220673.431;de
Oberurnen;8868;0;Glarus Nord;1630;GL;2722953.850;1219449.694;de
Mühlehorn;8874;0;Glarus Nord;1630;GL;2731586.600;1219937.377;de
Mitlödi;8756;0;Glarus Süd;1631;GL;2724728.984;1207904.674;de
Schwanden GL;8762;0;Glarus Süd;1631;GL;2724441.815;1206203.918;de
Schwändi b. Schwanden;8762;2;Glarus Süd;1631;GL;2723805.206;1207356.574;de
Sool;8762;3;Glarus Süd;1631;GL;2725263.765;1206833.653;de
Engi;8765;0;Glarus Süd;1631;GL;2730044.934;1204992.798;de
Matt;8766;0;Glarus Süd;1631;GL;2731776.345;1202805.013;de
Elm;8767;0;Glarus Süd;1631;GL;2732035.467;1197846.863;de
Nidfurn;8772;0;Glarus Süd;1631;GL;2722679.144;1205243.950;de
Haslen GL;8773;0;Glarus Süd;1631;GL;2723355.701;1204565.638;de
Leuggelbach;8774;0;Glarus Süd;1631;GL;2721919.140;1204095.560;de
Luchsingen;8775;1;Glarus Süd;1631;GL;2721537.319;1202970.783;de
Hätzingen;8775;2;Glarus Süd;1631;GL;2721909.050;1202399.728;de
Diesbach GL;8777;0;Glarus Süd;1631;GL;2721544.786;1201330.371;de
Betschwanden;8777;2;Glarus Süd;1631;GL;2720952.384;1200451.641;de
Rüti GL;8782;0;Glarus Süd;1631;GL;2719869.548;1199370.411;de
Linthal;8783;0;Glarus Süd;1631;GL;2719090.576;1198240.922;de
Braunwald;8784;0;Glarus Süd;1631;GL;2718733.248;1200023.143;de
Glarus;8750;0;Glarus;1632;GL;2723644.552;1211218.522;de
Riedern;8750;2;Glarus;1632;GL;2722224.376;1212146.013;de
Klöntal;8750;3;Glarus;1632;GL;2714304.730;1209374.301;de
Netstal;8754;0;Glarus;1632;GL;2722466.809;1213770.503;de
Ennenda;8755;0;Glarus;1632;GL;2724674.193;1210502.102;de
Allenwinden;6319;0;Baar;1701;ZG;2684339.178;1224328.553;de
Baar;6340;0;Baar;1701;ZG;2682158.777;1227489.661;de
Cham;6330;0;Cham;1702;ZG;2677391.723;1225873.722;de
Hagendorn;6332;0;Cham;1702;ZG;2675258.868;1228475.306;de
Hünenberg;6331;0;Hünenberg;1703;ZG;2675002.863;1225334.784;de
Hünenberg See;6333;0;Hünenberg;1703;ZG;2676700.688;1224749.176;de
Menzingen;6313;0;Menzingen;1704;ZG;2687298.314;1225954.221;de
Menzingen;6313;0;Menzingen;1704;ZG;2690826.114;1225099.575;de
Edlibach;6313;2;Menzingen;1704;ZG;2685869.750;1226040.625;de
Finstersee;6313;3;Menzingen;1704;ZG;2690308.107;1224702.449;de
Sihlbrugg;6340;4;Neuheim;1705;ZG;2686225.262;1230250.632;de
Neuheim;6345;0;Neuheim;1705;ZG;2686150.751;1228912.516;de
Oberägeri;6315;0;Oberägeri;1706;ZG;2689194.807;1221067.512;de
Alosen;6315;2;Oberägeri;1706;ZG;2690732.197;1221776.885;de
Morgarten;6315;3;Oberägeri;1706;ZG;2691229.076;1217729.224;de
Rotkreuz;6343;0;Risch;1707;ZG;2675168.802;1221442.253;de
Buonas;6343;2;Risch;1707;ZG;2677235.014;1221618.809;de
Risch;6343;3;Risch;1707;ZG;2678005.456;1220841.445;de
Holzhäusern ZG;6343;4;Risch;1707;ZG;2675998.178;1223042.303;de
Steinhausen;6312;0;Steinhausen;1708;ZG;2679304.003;1227758.353;de
Unterägeri;6314;0;Unterägeri;1709;ZG;2686787.118;1221456.314;de
Neuägeri;6314;1;Unterägeri;1709;ZG;2685254.424;1222988.569;de
Walchwil;6318;0;Walchwil;1710;ZG;2681692.488;1217143.333;de
Zug;6300;0;Zug;1711;ZG;2681687.465;1224362.346;de
Zugerberg;6300;5;Zug;1711;ZG;2683041.771;1221956.814;de
Oberwil b. Zug;6317;0;Zug;1711;ZG;2681039.178;1222420.515;de
Châtillon FR;1473;2;Châtillon (FR);2008;FR;2553388.629;1187063.871;fr
Cugy FR;1482;0;Cugy (FR);2011;FR;2558364.445;1185003.629;fr
Vesin;1483;3;Cugy (FR);2011;FR;2556808.405;1184211.895;fr
Fétigny;1532;0;Fétigny;2016;FR;2560060.133;1183014.906;fr
Gletterens;1544;0;Gletterens;2022;FR;2561785.405;1193913.444;fr
Lully FR;1470;2;Lully (FR);2025;FR;2554944.855;1187263.718;fr
Seiry;1470;3;Lully (FR);2025;FR;2553705.999;1184727.309;fr
Bollion;1470;4;Lully (FR);2025;FR;2553338.371;1185285.374;fr
Ménières;1533;0;Ménières;2027;FR;2557451.911;1181593.970;fr
Cousset;1774;0;Montagny (FR);2029;FR;2564845.067;1185369.348;fr
Cousset;1774;0;Montagny (FR);2029;FR;2564342.305;1186283.660;fr
Montagny-les-Monts;1774;2;Montagny (FR);2029;FR;2565910.570;1184467.599;fr
Mannens;1775;2;Montagny (FR);2029;FR;2564230.521;1182485.226;fr
Grandsivaz;1775;3;Montagny (FR);2029;FR;2565039.498;1181680.610;fr
Montagny-la-Ville;1776;0;Montagny (FR);2029;FR;2566177.391;1185245.835;fr
Nuvilly;1485;0;Nuvilly;2035;FR;2553571.871;1181612.001;fr
Prévondavaux;1410;4;Prévondavaux;2038;FR;2550667.044;1175333.349;fr
St-Aubin FR;1566;0;Saint-Aubin (FR);2041;FR;2565073.765;1193326.743;fr
Les Friques;1566;2;Saint-Aubin (FR);2041;FR;2565667.401;1194790.583;fr
Sévaz;1541;3;Sévaz;2043;FR;2557041.649;1187693.839;fr
Villeneuve FR;1527;0;Surpierre;2044;FR;2556439.189;1177355.524;fr
Surpierre;1528;0;Surpierre;2044;FR;2555883.483;1177251.379;fr
Praratoud;1528;2;Surpierre;2044;FR;2554820.659;1176105.784;fr
Cheiry;1529;0;Surpierre;2044;FR;2553766.269;1177750.054;fr
Chapelle (Broye);1534;2;Surpierre;2044;FR;2555159.084;1180045.536;fr
Vallon;1565;2;Vallon;2045;FR;2563012.113;1192743.466;fr
Montet (Broye);1483;0;Les Montets;2050;FR;2556504.311;1185144.029;fr
Frasses;1483;2;Les Montets;2050;FR;2556121.030;1186340.009;fr
Aumont;1484;0;Les Montets;2050;FR;2554959.359;1183506.044;fr
Granges-de-Vesin;1484;2;Les Montets;2050;FR;2554513.500;1184743.375;fr
Delley;1567;0;Delley-Portalban;2051;FR;2564115.499;1195890.303;fr
Portalban;1568;0;Delley-Portalban;2051;FR;2563196.073;1196430.129;fr
Dompierre FR;1563;0;Belmont-Broye;2053;FR;2565676.273;1189200.061;fr
Domdidier;1564;0;Belmont-Broye;2053;FR;2567725.721;1190491.405;fr
Léchelles;1773;0;Belmont-Broye;2053;FR;2567751.246;1186519.013;fr
Chandon;1773;2;Belmont-Broye;2053;FR;2570210.964;1187620.023;fr
Russy;1773;3;Belmont-Broye;2053;FR;2566652.658;1188055.919;fr
Estavayer-le-Lac;1470;0;Estavayer;2054;FR;2554892.318;1188932.666;fr
Font;1473;0;Estavayer;2054;FR;2554164.578;1186203.249;fr
Font;1473;0;Estavayer;2054;FR;2552808.502;1187408.011;fr
Autavaux;1475;0;Estavayer;2054;FR;2557213.415;1190606.085;fr
Forel FR;1475;2;Estavayer;2054;FR;2558031.856;1191751.168;fr
Montbrelloz;1475;3;Estavayer;2054;FR;2557840.611;1189310.445;fr
Vuissens;1486;0;Estavayer;2054;FR;2548575.446;1176530.995;fr
Murist;1489;0;Estavayer;2054;FR;2551797.143;1182336.074;fr
Bussy FR;1541;0;Estavayer;2054;FR;2558090.146;1187228.499;fr
Morens FR;1541;2;Estavayer;2054;FR;2559486.895;1188283.308;fr
Rueyres-les-Prés;1542;0;Estavayer;2054;FR;2560200.538;1189966.209;fr
Cheyres;1468;0;Cheyres-Châbles;2055;FR;2550277.519;1184995.155;fr
Châbles FR;1474;0;Cheyres-Châbles;2055;FR;2551990.684;1186310.593;fr
Auboranges;1673;3;Auboranges;2061;FR;2551487.295;1159243.466;fr
Billens;1681;0;Billens-Hennens;2063;FR;2558804.449;1171219.186;fr
Hennens;1681;2;Billens-Hennens;2063;FR;2557610.588;1170364.040;fr
Chapelle (Glâne);1608;4;Chapelle (Glâne);2066;FR;2553682.319;1159796.599;fr
Le Châtelard-près-Romont;1689;0;Le Châtelard;2067;FR;2564776.830;1169694.508;fr
Châtonnaye;1553;0;Châtonnaye;2068;FR;2561768.851;1178224.174;fr
Ecublens FR;1673;4;Ecublens (FR);2072;FR;2551722.433;1162120.814;fr
Grangettes-près-Romont;1686;0;Grangettes;2079;FR;2563736.769;1169577.653;fr
Massonnens;1692;0;Massonnens;2086;FR;2564419.493;1172264.904;fr
Berlens;1680;2;Mézières (FR);2087;FR;2562873.754;1171446.434;fr
Mézières FR;1684;0;Mézières (FR);2087;FR;2560803.818;1169895.296;fr
Montet (Glâne);1674;2;Montet (Glâne);2089;FR;2552175.838;1166118.251;fr
Romont FR;1680;0;Romont (FR);2096;FR;2560194.595;1171708.949;fr
Promasens;1673;0;Rue;2097;FR;2552834.375;1161313.374;fr
Gillarens;1673;2;Rue;2097;FR;2553113.635;1159763.388;fr
Rue;1673;5;Rue;2097;FR;2552791.935;1163338.850;fr
Blessens;1675;2;Rue;2097;FR;2553994.806;1162344.770;fr
Chavannes-les-Forts;1676;0;Siviriez;2099;FR;2558590.414;1166867.718;fr
Prez-vers-Siviriez;1677;0;Siviriez;2099;FR;2556802.380;1165363.631;fr
Siviriez;1678;0;Siviriez;2099;FR;2557248.064;1167554.789;fr
Villaraboud;1679;0;Siviriez;2099;FR;2559758.121;1167658.084;fr
Ursy;1670;0;Ursy;2102;FR;2553715.683;1165105.793;fr
Bionnens;1670;2;Ursy;2102;FR;2555343.500;1165034.000;fr
Esmonts;1670;3;Ursy;2102;FR;2554488.604;1165819.731;fr
Vuarmarens;1674;0;Ursy;2102;FR;2553167.789;1166150.390;fr
Morlens;1674;3;Ursy;2102;FR;2553921.000;1167044.748;fr
Vauderens;1675;0;Ursy;2102;FR;2554728.078;1163726.959;fr
Mossel;1675;3;Ursy;2102;FR;2555336.618;1162296.815;fr
Villariaz;1685;0;Vuisternens-devant-Romont;2113;FR;2561833.876;1168299.154;fr
La Neirigue;1686;2;Vuisternens-devant-Romont;2113;FR;2562976.688;1170410.203;fr
Vuisternens-devant-Romont;1687;0;Vuisternens-devant-Romont;2113;FR;2561046.608;1167345.706;fr
La Magne;1687;2;Vuisternens-devant-Romont;2113;FR;2561237.696;1164926.357;fr
Estévenens;1687;3;Vuisternens-devant-Romont;2113;FR;2563110.520;1168761.333;fr
Sommentier;1688;0;Vuisternens-devant-Romont;2113;FR;2559692.068;1165368.049;fr
Lieffrens;1688;2;Vuisternens-devant-Romont;2113;FR;2558810.384;1165192.201;fr
La Joux FR;1697;0;Vuisternens-devant-Romont;2113;FR;2561742.636;1164331.434;fr
Les Ecasseys;1697;2;Vuisternens-devant-Romont;2113;FR;2559456.133;1163586.333;fr
Villarsiviriaux;1694;0;Villorsonnens;2114;FR;2567351.729;1172201.586;fr
Villargiroud;1694;2;Villorsonnens;2114;FR;2566553.966;1172652.662;fr
Orsonnens;1694;3;Villorsonnens;2114;FR;2565997.855;1174119.206;fr
Chavannes-sous-Orsonnens;1694;4;Villorsonnens;2114;FR;2565858.235;1175282.639;fr
Torny-le-Grand;1748;0;Torny;2115;FR;2564093.873;1180047.005;fr
Middes;1749;0;Torny;2115;FR;2562626.218;1179772.108;fr
Villaz-St-Pierre;1690;0;Villaz;2117;FR;2563173.598;1174423.996;fr
Lussy FR;1690;2;Villaz;2117;FR;2562191.666;1173878.833;fr
Villarimboud;1691;0;Villaz;2117;FR;2563637.131;1176587.290;fr
Albeuve;1669;0;Haut-Intyamon;2121;FR;2570634.925;1151805.519;fr
Lessoc;1669;2;Haut-Intyamon;2121;FR;2571128.069;1150553.699;fr
Les Sciernes-d'Albeuve;1669;3;Haut-Intyamon;2121;FR;2569019.268;1149587.909;fr
Neirivue;1669;4;Haut-Intyamon;2121;FR;2570795.344;1152733.423;fr
Montbovon;1669;5;Haut-Intyamon;2121;FR;2569829.475;1148400.973;fr
Gumefens;1643;0;Pont-en-Ogoz;2122;FR;2572316.705;1169593.691;fr
Avry-devant-Pont;1644;0;Pont-en-Ogoz;2122;FR;2573054.071;1170726.148;fr
Le Bry;1645;0;Pont-en-Ogoz;2122;FR;2572845.937;1172583.907;fr
Botterens;1652;0;Botterens;2123;FR;2575052.778;1163389.756;fr
Villarbeney;1652;2;Botterens;2123;FR;2574730.506;1164258.930;fr
Broc;1636;0;Broc;2124;FR;2574014.386;1161578.578;fr
Bulle;1630;0;Bulle;2125;FR;2570880.060;1163295.416;fr
La Tour-de-Trême;1635;0;Bulle;2125;FR;2571469.146;1162047.750;fr
Châtel-sur-Montsalvens;1653;3;Châtel-sur-Montsalvens;2128;FR;2576082.581;1162531.233;fr
Corbières;1647;0;Corbières;2129;FR;2574167.105;1167849.328;fr
Villarvolard;1651;0;Corbières;2129;FR;2574635.193;1166056.079;fr
Crésuz;1653;2;Crésuz;2130;FR;2577196.601;1163074.216;fr
Echarlens;1646;0;Echarlens;2131;FR;2572207.818;1166356.656;fr
Grandvillard;1666;0;Grandvillard;2134;FR;2572923.383;1154228.396;fr
Gruyères;1663;0;Gruyères;2135;FR;2572769.023;1159202.513;fr
Pringy;1663;2;Gruyères;2135;FR;2571903.283;1158652.250;fr
Epagny;1663;3;Gruyères;2135;FR;2572934.829;1159710.801;fr
Moléson-sur-Gruyères;1663;4;Gruyères;2135;FR;2569229.240;1156825.170;fr
Hauteville;1648;0;Hauteville;2137;FR;2574338.135;1168912.983;fr
Jaun;1656;0;Jaun;2138;FR;2587432.343;1162250.045;de
Im Fang;1656;1;Jaun;2138;FR;2584493.426;1160777.193;de
Marsens;1633;0;Marsens;2140;FR;2571159.660;1167239.403;fr
Vuippens;1633;2;Marsens;2140;FR;2572009.375;1167578.586;fr
Morlon;1638;0;Morlon;2143;FR;2573128.959;1164135.979;fr
Le Pâquier-Montbarry;1661;0;Le Pâquier (FR);2145;FR;2570589.538;1160423.104;fr
Pont-la-Ville;1649;0;Pont-la-Ville;2147;FR;2574945.421;1172151.653;fr
Riaz;1632;0;Riaz;2148;FR;2571098.996;1165654.139;fr
La Roche FR;1634;0;La Roche;2149;FR;2577001.595;1171727.579;fr
Sâles (Gruyère);1625;0;Sâles;2152;FR;2564355.650;1165036.040;fr
Maules;1625;2;Sâles;2152;FR;2565748.260;1165367.713;fr
Romanens;1626;0;Sâles;2152;FR;2564169.458;1166720.681;fr
Treyfayes;1626;2;Sâles;2152;FR;2562841.913;1167102.931;fr
Rueyres-Treyfayes;1626;3;Sâles;2152;FR;2563265.659;1166494.179;fr
Sorens;1642;0;Sorens;2153;FR;2571046.696;1168702.623;fr
Vaulruz;1627;0;Vaulruz;2155;FR;2565880.951;1163716.153;fr
Vuadens;1628;0;Vuadens;2160;FR;2567866.649;1162887.351;fr
Estavannens;1665;0;Bas-Intyamon;2162;FR;2574166.246;1157223.211;fr
Villars-sous-Mont;1666;2;Bas-Intyamon;2162;FR;2571681.300;1154363.920;fr
Enney;1667;0;Bas-Intyamon;2162;FR;2572777.603;1157282.828;fr
Charmey (Gruyère);1637;0;Val-de-Charmey;2163;FR;2578870.710;1163129.753;fr
Cerniat FR;1654;0;Val-de-Charmey;2163;FR;2578415.235;1164638.584;fr
Autigny;1742;0;Autigny;2173;FR;2568047.788;1176230.063;fr
Corjolens;1754;2;Avry;2174;FR;2569982.851;1181682.916;fr
Avry-sur-Matran;1754;4;Avry;2174;FR;2571902.943;1181919.285;fr
Belfaux;1782;0;Belfaux;2175;FR;2574688.959;1185748.513;fr
Autafond;1782;2;Belfaux;2175;FR;2572466.185;1184781.803;fr
Chénens;1744;0;Chénens;2177;FR;2566665.098;1176590.698;fr
Corminboeuf;1720;0;Corminboeuf;2183;FR;2574330.106;1184180.946;fr
Chésopelloz;1720;2;Corminboeuf;2183;FR;2572490.249;1184060.503;fr
Cottens FR;1741;0;Cottens (FR);2186;FR;2569005.580;1177796.479;fr
Ferpicloz;1724;3;Ferpicloz;2194;FR;2579055.736;1177449.341;fr
Fribourg;1700;0;Fribourg;2196;FR;2578944.813;1183929.050;fr
Bourguillon;1722;0;Fribourg;2196;FR;2580023.473;1183236.981;fr
Givisiez;1762;0;Givisiez;2197;FR;2576183.505;1184608.769;fr
Granges-Paccot;1763;0;Granges-Paccot;2198;FR;2577327.718;1186036.594;fr
Grolley;1772;0;Grolley;2200;FR;2571963.970;1187014.353;fr
Marly;1723;0;Marly;2206;FR;2578636.748;1180453.395;fr
Matran;1753;0;Matran;2208;FR;2573859.339;1181754.259;fr
Neyruz FR;1740;0;Neyruz (FR);2211;FR;2571475.465;1179703.401;fr
Pierrafortscha;1723;4;Pierrafortscha;2216;FR;2580682.015;1181786.048;fr
Nierlet-les-Bois;1772;1;Ponthaux;2217;FR;2570940.746;1185319.631;fr
Ponthaux;1772;2;Ponthaux;2217;FR;2569584.783;1185013.580;fr
Le Mouret;1724;0;Le Mouret;2220;FR;2580067.898;1177799.509;fr
Essert FR;1724;2;Le Mouret;2220;FR;2579047.470;1176353.188;fr
Montévraz;1724;4;Le Mouret;2220;FR;2579915.709;1175044.880;fr
Oberried FR;1724;5;Le Mouret;2220;FR;2580916.799;1176069.695;fr
Zénauva;1724;7;Le Mouret;2220;FR;2580384.060;1176008.238;fr
Bonnefontaine;1724;8;Le Mouret;2220;FR;2581800.040;1176593.628;fr
Treyvaux;1733;0;Treyvaux;2226;FR;2576985.996;1175301.815;fr
Villars-sur-Glâne;1752;0;Villars-sur-Glâne;2228;FR;2575369.153;1182258.595;fr
Villarsel-sur-Marly;1723;3;Villarsel-sur-Marly;2230;FR;2579706.114;1178840.594;fr
Posieux;1725;0;Hauterive (FR);2233;FR;2573745.913;1179073.790;fr
Ecuvillens;1730;0;Hauterive (FR);2233;FR;2573124.665;1178605.064;fr
Lentigny;1745;0;La Brillaz;2234;FR;2566730.978;1178858.825;fr
Onnens FR;1756;0;La Brillaz;2234;FR;2569511.169;1180595.759;fr
Lovens;1756;2;La Brillaz;2234;FR;2568031.898;1180274.575;fr
Lossy;1782;3;La Sonnaz;2235;FR;2575014.314;1186935.831;fr
La Corbaz;1782;4;La Sonnaz;2235;FR;2575310.440;1187618.341;fr
Cormagens;1782;5;La Sonnaz;2235;FR;2576841.584;1187074.414;fr
Formangueires;1782;6;La Sonnaz;2235;FR;2575481.086;1186304.841;fr
Villarlod;1695;0;Gibloux;2236;FR;2568197.060;1172749.135;fr
Rueyres-St-Laurent;1695;2;Gibloux;2236;FR;2568960.291;1174109.789;fr
Estavayer-le-Gibloux;1695;3;Gibloux;2236;FR;2568389.644;1174614.165;fr
Villarsel-le-Gibloux;1695;4;Gibloux;2236;FR;2567781.102;1173740.119;fr
Vuisternens-en-Ogoz;1696;0;Gibloux;2236;FR;2570517.429;1173027.651;fr
Farvagny-le-Grand;1726;0;Gibloux;2236;FR;2571524.198;1174590.591;fr
Farvagny-le-Petit;1726;2;Gibloux;2236;FR;2572026.603;1175319.225;fr
Grenilles;1726;3;Gibloux;2236;FR;2570131.995;1175216.925;fr
Posat;1726;4;Gibloux;2236;FR;2570893.268;1176380.435;fr
Corpataux;1727;0;Gibloux;2236;FR;2573960.364;1177059.756;fr
Magnedens;1727;2;Gibloux;2236;FR;2572689.506;1176827.348;fr
Rossens FR;1728;0;Gibloux;2236;FR;2574166.380;1174364.874;fr
Prez-vers-Noréaz;1746;0;Prez;2237;FR;2567657.045;1181682.755;fr
Corserey;1747;0;Prez;2237;FR;2565956.795;1180359.746;fr
Noréaz;1757;0;Prez;2237;FR;2568632.033;1183590.725;fr
Senèdes;1724;6;Bois-d'Amont;2238;FR;2577379.910;1176843.481;fr
Ependes FR;1731;0;Bois-d'Amont;2238;FR;2577664.180;1178189.240;fr
Arconciel;1732;0;Bois-d'Amont;2238;FR;2575883.555;1177346.855;fr
Courgevaux;1796;0;Courgevaux;2250;FR;2575116.884;1195188.558;de
Villarepos;1583;0;Courtepin;2254;FR;2572084.496;1192560.983;fr
Pensier;1783;0;Courtepin;2254;FR;2576855.873;1188169.574;fr
Barberêche;1783;4;Courtepin;2254;FR;2578849.894;1189541.750;fr
Courtepin;1784;0;Courtepin;2254;FR;2576167.653;1190332.895;fr
Wallenried;1784;3;Courtepin;2254;FR;2575361.511;1191544.063;fr
Courtaman;1791;0;Courtepin;2254;FR;2576499.844;1191121.888;fr
Cressier FR;1785;0;Cressier (FR);2257;FR;2577261.125;1194162.325;fr
Fräschels;3284;0;Fräschels;2258;FR;2582695.311;1204952.139;de
Galmiz;3285;0;Murten;2275;FR;2578624.938;1199913.748;de
Gempenach;3215;0;Murten;2275;FR;2581645.750;1198877.991;de
Greng;3280;4;Greng;2261;FR;2573542.845;1195908.906;de
Cordast;1792;0;Gurmels;2262;FR;2578237.699;1191226.238;de
Guschelmuth;1792;2;Gurmels;2262;FR;2576889.615;1192208.245;de
Wallenbuch;3206;2;Gurmels;2262;FR;2583710.790;1197638.784;de
Gurmels;3212;0;Gurmels;2262;FR;2579673.391;1193547.909;de
Kleingurmels;3212;2;Gurmels;2262;FR;2580754.424;1192717.566;de
Liebistorf;3213;0;Gurmels;2262;FR;2581387.217;1195286.648;de
Kerzers;3210;0;Kerzers;2265;FR;2581567.208;1202815.073;de
Kleinbösingen;3213;2;Kleinbösingen;2266;FR;2582205.486;1193708.618;de
Meyriez;3280;2;Meyriez;2271;FR;2574901.250;1197149.588;de
Misery;1721;1;Misery-Courtion;2272;FR;2571822.375;1188980.000;fr
Cormérod;1721;2;Misery-Courtion;2272;FR;2573307.196;1190558.070;fr
Courtion;1721;4;Misery-Courtion;2272;FR;2571838.173;1189696.044;fr
Cournillens;1721;5;Misery-Courtion;2272;FR;2574315.189;1189636.660;fr
Muntelier;3286;0;Muntelier;2274;FR;2576042.838;1198307.759;de
Jeuss;1793;0;Murten;2275;FR;2579079.694;1194727.615;de
Salvenach;1794;0;Murten;2275;FR;2578042.959;1195756.108;de
Courlevon;1795;0;Murten;2275;FR;2575036.103;1193395.823;de
Büchslen;3215;2;Murten;2275;FR;2580283.186;1199378.464;de
Lurtigen;3215;3;Murten;2275;FR;2579672.784;1197576.443;de
Murten;3280;0;Murten;2275;FR;2575665.788;1197530.589;de
Ried b. Kerzers;3216;0;Ried bei Kerzers;2276;FR;2580780.056;1200394.521;de
Agriswil;3216;2;Ried bei Kerzers;2276;FR;2581619.630;1200376.278;de
Ulmiz;3214;0;Ulmiz;2278;FR;2581880.235;1197971.195;de
Sugiez;1786;0;Mont-Vully;2284;FR;2575201.654;1201253.139;fr
Môtier (Vully);1787;0;Mont-Vully;2284;FR;2572924.520;1199770.040;fr
Mur (Vully) FR;1787;1;Mont-Vully;2284;FR;2571429.971;1199341.746;fr
Praz (Vully);1788;0;Mont-Vully;2284;FR;2574015.394;1200269.738;fr
Lugnorre;1789;0;Mont-Vully;2284;FR;2571953.535;1199981.983;fr
Brünisried;1719;0;Brünisried;2292;FR;2587820.243;1178800.541;de
Düdingen;3186;0;Düdingen;2293;FR;2581086.329;1188352.115;de
Giffers;1735;0;Giffers;2294;FR;2582564.047;1178910.076;de
Bösingen;3178;0;Bösingen;2295;FR;2583977.266;1193698.065;de
Heitenried;1714;0;Heitenried;2296;FR;2589320.604;1186538.864;de
Plaffeien;1716;0;Plaffeien;2299;FR;2588339.458;1176798.672;de
Oberschrot;1716;2;Plaffeien;2299;FR;2587403.641;1176491.754;de
Schwarzsee;1716;3;Plaffeien;2299;FR;2588725.167;1168817.746;de
Zumholz;1719;2;Plaffeien;2299;FR;2588721.245;1178127.442;de
Plasselb;1737;0;Plasselb;2300;FR;2585730.724;1176052.130;fr
Rechthalten;1718;0;Rechthalten;2301;FR;2584889.034;1179702.781;de
St. Silvester;1736;0;St. Silvester;2303;FR;2583645.916;1176676.436;de
St. Ursen;1717;0;St. Ursen;2304;FR;2583402.752;1182257.050;de
Schmitten FR;3185;0;Schmitten (FR);2305;FR;2585575.964;1189484.572;de
Tafers;1712;0;Tafers;2306;FR;2583131.607;1184942.649;de
St. Antoni;1713;0;Tafers;2306;FR;2586424.521;1185693.350;de
Alterswil FR;1715;0;Tafers;2306;FR;2586271.604;1182727.226;de
Tentlingen;1734;0;Tentlingen;2307;FR;2581596.130;1179945.108;de
Ueberstorf;3182;0;Ueberstorf;2308;FR;2590522.988;1190489.313;de
Flamatt;3175;0;Wünnewil-Flamatt;2309;FR;2590199.267;1193257.961;de
Wünnewil;3184;0;Wünnewil-Flamatt;2309;FR;2587542.986;1191510.394;de
Attalens;1616;0;Attalens;2321;FR;2554762.419;1151230.568;fr
Tatroz;1617;2;Attalens;2321;FR;2556297.934;1152922.211;fr
Bossonnens;1615;0;Bossonnens;2323;FR;2554836.439;1152448.170;fr
Châtel-St-Denis;1618;0;Châtel-Saint-Denis;2325;FR;2558755.561;1153197.729;fr
Les Paccots;1619;0;Châtel-Saint-Denis;2325;FR;2562052.490;1152498.841;fr
Granges (Veveyse);1614;0;Granges (Veveyse);2328;FR;2553394.968;1152777.231;fr
Remaufens;1617;0;Remaufens;2333;FR;2557034.571;1153081.519;fr
St-Martin FR;1609;0;Saint-Martin (FR);2335;FR;2556363.045;1158450.458;fr
Besencens;1609;2;Saint-Martin (FR);2335;FR;2556395.208;1159719.739;fr
Fiaugères;1609;3;Saint-Martin (FR);2335;FR;2558044.308;1159586.223;fr
Semsales;1623;0;Semsales;2336;FR;2560831.615;1158084.831;fr
Porsel;1699;0;Le Flon;2337;FR;2556121.034;1161105.414;fr
Pont (Veveyse);1699;2;Le Flon;2337;FR;2555168.089;1159944.995;fr
Bouloz;1699;3;Le Flon;2337;FR;2557495.713;1162411.714;fr
Le Crêt-près-Semsales;1611;0;La Verrerie;2338;FR;2559507.693;1162101.508;fr
La Verrerie;1624;0;La Verrerie;2338;FR;2560359.782;1159920.490;fr
Grattavache;1624;2;La Verrerie;2338;FR;2560202.197;1160550.007;fr
Progens;1624;3;La Verrerie;2338;FR;2559501.524;1159269.651;fr
Progens;1624;3;La Verrerie;2338;FR;2561860.801;1160580.397;fr
Egerkingen;4622;0;Egerkingen;2401;SO;2627037.739;1241764.584;de
Härkingen;4624;0;Härkingen;2402;SO;2629130.725;1239578.325;de
Kestenholz;4703;0;Kestenholz;2403;SO;2623869.434;1236192.676;de
Neuendorf;4623;0;Neuendorf;2404;SO;2627077.960;1239023.893;de
Niederbuchsiten;4626;0;Niederbuchsiten;2405;SO;2625244.343;1238267.000;de
Oberbuchsiten;4625;0;Oberbuchsiten;2406;SO;2625268.289;1239989.574;de
Oensingen;4702;0;Oensingen;2407;SO;2621574.566;1237417.776;de
Wolfwil;4628;0;Wolfwil;2408;SO;2626849.890;1235589.304;de
Aedermannsdorf;4714;0;Aedermannsdorf;2421;SO;2612829.289;1239205.389;de
Balsthal;4710;0;Balsthal;2422;SO;2619627.326;1240149.841;de
Herbetswil;4715;0;Herbetswil;2424;SO;2611319.598;1238135.636;de
